feature,importance,cohort,model
egfr_listing_cat,0.0018220678959493509,Combined,XGBoost
txbcdc,0.0018081126357278718,Combined,XGBoost
dmhhyten,0.0018048921618426378,Combined,XGBoost
slhosp,0.0017839716134588246,Combined,XGBoost
txepine,0.0017778277499021999,Combined,XGBoost
dabotype,0.0017770838592155462,Combined,XGBoost
drhtype,0.0017597215710031292,Combined,XGBoost
status_txpl,0.0017489017330206257,Combined,XGBoost
hxgiot,0.001748720361956884,Combined,XGBoost
dmechod,0.001736239702009218,Combined,XGBoost
hxnoonan,0.0017083186476572862,Combined,XGBoost
draboat,0.0016620809585495013,Combined,XGBoost
hbcab,0.0016613722300829934,Combined,XGBoost
txhemagt,0.0016573705208647136,Combined,XGBoost
bicaval,0.0016508106677702778,Combined,XGBoost
dcmv,0.0016357558137448925,Combined,XGBoost
chd_dex,0.0016076874398271261,Combined,XGBoost
efind,0.0015957906654070874,Combined,XGBoost
hxcva,0.0015932873731617592,Combined,XGBoost
txtcdc,0.001589577184904185,Combined,XGBoost
lscstat,0.00158823392279772,Combined,XGBoost
txhemo,0.00157538853361525,Combined,XGBoost
hxarryth,0.0015721333299971295,Combined,XGBoost
txdopa,0.0015620577406109672,Combined,XGBoost
toxo,0.001544897146200801,Combined,XGBoost
lvldl_r,0.0015443767651167702,Combined,XGBoost
drpr,0.0015216669222169314,Combined,XGBoost
dptxecho,0.001517821858122007,Combined,XGBoost
techunk,0.0015120123029415092,Combined,XGBoost
txfcpra,0.0014989564378931992,Combined,XGBoost
lsdobut,0.0014761609512900548,Combined,XGBoost
dmhinf,0.001468427701254123,Combined,XGBoost
lcmvpcr,0.0014648610064616969,Combined,XGBoost
dhxunk,0.0014623816691820652,Combined,XGBoost
chd_tga,0.0014498189349236813,Combined,XGBoost
hxresp,0.0014460302002841136,Combined,XGBoost
chd_mstn,0.0014272229740361197,Combined,XGBoost
txedp,0.0014264003319088255,Combined,XGBoost
tdsacl2,0.0013957742684615265,Combined,XGBoost
dhbsab,0.0013617951092814273,Combined,XGBoost
txivino,0.001356440103350448,Combined,XGBoost
txmcsd,0.0013554613979495354,Combined,XGBoost
chd_mart,0.0013429736379108484,Combined,XGBoost
dhbcab,0.0013263625375697276,Combined,XGBoost
lsaboinc,0.0013031427753594602,Combined,XGBoost
hxchb,0.0012994753531354582,Combined,XGBoost
slnomcsd,0.0012985182441452817,Combined,XGBoost
don_dob,0.001296444232107464,Combined,XGBoost
chd_ebst,0.0012896867456901541,Combined,XGBoost
dhbsag,0.0012881456139091222,Combined,XGBoost
chd_hb,0.0012733512881113126,Combined,XGBoost
hxmit,0.0012515993366780111,Combined,XGBoost
cancpro,0.0012334283211070005,Combined,XGBoost
rdobdose,0.001219211326814342,Combined,XGBoost
rpr,0.0012087514351442525,Combined,XGBoost
hxpuldis,0.0011998253600349847,Combined,XGBoost
tdsaunk,0.0011980561059318987,Combined,XGBoost
donspecp,0.0011800691691066711,Combined,XGBoost
chd_dilv,0.001173988433439024,Combined,XGBoost
txldpt,0.0011691577203009162,Combined,XGBoost
hxtrach,0.0011607921878353591,Combined,XGBoost
lsfpres,0.0011489564149794254,Combined,XGBoost
txbdsxn,0.0011411863520438678,Combined,XGBoost
lsfcpra,0.001133470376439263,Combined,XGBoost
hxasplen,0.0011286539343122114,Combined,XGBoost
don_t4,0.001110544790353315,Combined,XGBoost
don_dop,0.0011042883026863028,Combined,XGBoost
hxmet,0.001098669761976011,Combined,XGBoost
hbsab,0.0010939446231370935,Combined,XGBoost
hxcpr,0.001088423005236393,Combined,XGBoost
lshemo,0.0010216572029513528,Combined,XGBoost
donspxm,9.922465993953355e-4,Combined,XGBoost
