feature,importance,cohort,model
chd_ctga,0.698744313998011,CHD,RSF
hxsyn,0.6932432583967844,CHD,RSF
chd_ar,0.685018842974817,CHD,RSF
lebvpcr,0.6749652246370208,CHD,RSF
chd_vsd,0.67324427817945,CHD,RSF
hxsurg,0.6696258829997678,CHD,RSF
lsnox,0.6665203807009915,CHD,RSF
hxrespun,0.6641315841033261,CHD,RSF
slddpsc,0.6588763556772536,CHD,RSF
donspac,0.6373391582796212,CHD,RSF
hxvtach,0.635456503704993,CHD,RSF
tdsacl2,0.6317896651818904,CHD,RSF
chd_patrd,0.6124131627406938,CHD,RSF
txldpt,0.5983015561944014,CHD,RSF
lcmvpcr,0.5954477196161662,CHD,RSF
chd_ahih,0.5939993085387971,CHD,RSF
techunk,0.5911074140969145,CHD,RSF
don_dob,0.5906520985889483,CHD,RSF
slecmo,0.5893330791754218,CHD,RSF
dmhinf,0.5855866415987283,CHD,RSF
primels,0.5842316081287738,CHD,RSF
lsdopa,0.582564156961753,CHD,RSF
slvad,0.5823875771067336,CHD,RSF
hxaf_fl,0.5706326730969972,CHD,RSF
txidtsys,0.5690581534493891,CHD,RSF
hxisoth,0.5668702290053711,CHD,RSF
chd_pa,0.5650587033766518,CHD,RSF
hxresp,0.564841317218894,CHD,RSF
hxvfib,0.5636509450278913,CHD,RSF
hxneuro,0.5569297433538224,CHD,RSF
rdobdose,0.5530040120739094,CHD,RSF
don_nsyn,0.5421376544654567,CHD,RSF
hxcva,0.5326988508263852,CHD,RSF
chd_ebst,0.5168979069874273,CHD,RSF
hxfonlvr_bin,0.5144525438226419,CHD,RSF
lssild,0.5008828048313212,CHD,RSF
hxisousp,0.4995642068030422,CHD,RSF
hxfonlvr,0.4986670627591465,CHD,RSF
aaschool,0.4975069386235058,CHD,RSF
lshpo2,0.4965935126469768,CHD,RSF
drisk,0.4822483515624709,CHD,RSF
ltxtrach,0.4763005013980683,CHD,RSF
chd_bivc,0.46911551083641395,CHD,RSF
chd_ma,0.4676892073429929,CHD,RSF
hxchb,0.46688565438643537,CHD,RSF
chd_hrh,0.4583989653204756,CHD,RSF
hxplyspl,0.45676128880243877,CHD,RSF
tdsacl1,0.4565541824753619,CHD,RSF
hxshock,0.4549810662012317,CHD,RSF
hxaicd,0.4502235319662014,CHD,RSF
lsldpt,0.4474541472470568,CHD,RSF
toxo,0.4466373988458986,CHD,RSF
tdsacomp,0.4426160726819742,CHD,RSF
chd_triat,0.4372853696156091,CHD,RSF
hbsag,0.40683814074170976,CHD,RSF
lsmshemo,0.39390971149076576,CHD,RSF
chd_dilv,0.3888559926006568,CHD,RSF
canlocpr,0.38634798606372317,CHD,RSF
chd_tapvr,0.37509274673292275,CHD,RSF
atrskshs,0.3684065015408131,CHD,RSF
txmcsd,0.36634172438759555,CHD,RSF
hxpuldis,0.36408878039413,CHD,RSF
hxturner,0.3567680603902666,CHD,RSF
hiv,0.34733077914797966,CHD,RSF
neuroth,0.3308244015543491,CHD,RSF
hgbvalue,0.3264920992685144,CHD,RSF
spschool,0.3220427373001887,CHD,RSF
txvasopr,0.3160411584642236,CHD,RSF
hbcab,0.31372791964342134,CHD,RSF
dhxunk,0.313541089783281,CHD,RSF
dptxangi,0.31234700654897907,CHD,RSF
hxdigorg,0.31127218507701204,CHD,RSF
hemdilut,0.3107938992411856,CHD,RSF
dhiv,0.3057283042264975,CHD,RSF
lschool,0.29801608607880403,CHD,RSF
dmhdiab,0.29723814189766196,CHD,RSF
chd_mr,0.29461871451403493,CHD,RSF
canlocsp,0.2938480284599386,CHD,RSF
incarctn,0.28650366943792954,CHD,RSF
lsttperf,0.28611605838981347,CHD,RSF
chd_anom,0.28336572594337284,CHD,RSF
txno2,0.28150346246596375,CHD,RSF
hxpb,0.27040055104341565,CHD,RSF
hxotresp,0.26830220917133585,CHD,RSF
chd_lvotoas,0.2677361947365357,CHD,RSF
chd_mstn,0.2664332291982514,CHD,RSF
hxmet,0.2654387210251055,CHD,RSF
hxasplen,0.26103426241770983,CHD,RSF
lspge,0.2540298870840702,CHD,RSF
txo2,0.2533854898112541,CHD,RSF
lpace,0.2511629171894357,CHD,RSF
hxsyn_u,0.25009768752323613,CHD,RSF
txpge,0.24375483585130625,CHD,RSF
trireg,0.22589360017723312,CHD,RSF
chd_papvr,0.22334012157576377,CHD,RSF
chd_shone,0.22221416836580815,CHD,RSF
hxhep,0.22077054264149734,CHD,RSF
chd_aspl,0.20204684215286325,CHD,RSF
lsvaso,0.18531223879816694,CHD,RSF
txphneo,0.16884016145152403,CHD,RSF
txepine,0.1649798173362802,CHD,RSF
chd_aa,0.16405504560363204,CHD,RSF
mitreg,0.16265841447662585,CHD,RSF
chd_pspl,0.15594890706488734,CHD,RSF
fwma,0.15477998501664156,CHD,RSF
chd_unk,0.15087438028204364,CHD,RSF
lshnes,0.14411478400461933,CHD,RSF
hcab,0.14281721651831952,CHD,RSF
riskothr,0.13694304539408572,CHD,RSF
txdobut,0.1334269054378935,CHD,RSF
hxdiab,0.13133352424946013,CHD,RSF
abseptmo,0.10893637414916837,CHD,RSF
hxdowns,0.10761777560454135,CHD,RSF
txdopa,0.10507754932405904,CHD,RSF
chd_tr,0.09945268568499248,CHD,RSF
chd_iivc,0.0912203765042588,CHD,RSF
cancpro,0.09096564571959709,CHD,RSF
atrskhst,0.08943872670117356,CHD,RSF
dwma,0.08934897367226627,CHD,RSF
lsphen,0.07900720715602712,CHD,RSF
chd_tart,0.07142639780843632,CHD,RSF
lsdobut,0.06378842491874148,CHD,RSF
hxinsul,0.06196631496444678,CHD,RSF
lsunkn,0.05364911805408647,CHD,RSF
hiscanc,0.04917550899278648,CHD,RSF
rpr,0.042871292847802174,CHD,RSF
chd_avd,0.0405977415988265,CHD,RSF
dhxinsul,0.03837039479406312,CHD,RSF
txnorepi,0.036477910790355,CHD,RSF
injdrugs,0.03511538576331951,CHD,RSF
chd_hb,0.03463777977441041,CHD,RSF
hxwillim,0.03400171041012788,CHD,RSF
chd_ps,0.025662001139983653,CHD,RSF
hxmitty,0.022943472716718104,CHD,RSF
chd_mart,0.022656757671830854,CHD,RSF
hxmit,0.017337477595207824,CHD,RSF
hxpermyo,0.016577857116892282,CHD,RSF
hxmalig,8.577466062491124e-4,CHD,RSF
efindunk,7.260573030576812e-4,CHD,RSF
chd_raa,5.309596633047542e-4,CHD,RSF
hxmarfns,5.299268547908183e-4,CHD,RSF
lsnitrop,5.224973295651376e-4,CHD,RSF
txnpruss,5.037758891086835e-4,CHD,RSF
anxinj,4.664535531163905e-4,CHD,RSF
lsnitro,4.4109391159084213e-4,CHD,RSF
chd_lsvc,4.405853522672597e-4,CHD,RSF
txpgi,3.53423207810144e-4,CHD,RSF
txisupro,2.741238730188871e-4,CHD,RSF
hxnoonan,2.584364039437171e-4,CHD,RSF
ptlt18,2.3996791018573386e-4,CHD,RSF
chd_alcapa,2.07961501636064e-4,CHD,RSF
lsnorepi,1.6e-4,CHD,RSF
riskunk,8.333333333333333e-5,CHD,RSF
ter_dx,8e-5,CHD,RSF
hxsolorg,0,CHD,RSF
hxlymleu,0,CHD,RSF
sec_dx,0,CHD,RSF
chd_dolv,0,CHD,RSF
txhnes,0,CHD,RSF
