feature,importance,cohort,model,combined_importance,combined_importance_norm
chd_ma,0.0007021555737752313,Combined,XGBoost,0.0007021555737752313,0.009143988577682224
txbun_r_high,0.0006480916369870593,Combined,XGBoost,0.0006480916369870593,0.008439928054744854
txalt_high,0.0005945204991001284,Combined,XGBoost,0.0005945204991001284,0.007742285123139579
hxneuro,0.0005457401358255586,Combined,XGBoost,0.0005457401358255586,0.007107031197574871
chd_mr,0.0005378626950044122,Combined,XGBoost,0.0005378626950044122,0.007004445343983131
lschool,0.000474737623651869,Combined,XGBoost,0.000474737623651869,0.006182384033112153
txvldl_r,0.0004554802630412997,Combined,XGBoost,0.0004554802630412997,0.005931600457454429
pcage,0.0004473167398800166,Combined,XGBoost,0.0004473167398800166,0.005825289028294839
ttmaxvo2,0.0003914610547660231,Combined,XGBoost,0.0003914610547660231,0.005097895035059278
txfontp,0.000339050443198471,Combined,XGBoost,0.000339050443198471,0.0044153653344883225
chd_dolv,0.000331150183527349,Combined,XGBoost,0.000331150183527349,0.004312482316975472
txno2,0.00015457023547835584,Combined,XGBoost,0.00015457023547835584,0.0020129277904389043
hxsyn,9.496570958559588e-05,Combined,XGBoost,9.496570958559588e-05,0.001236713623240639
chd_alcapa,8.084523769332824e-05,Combined,XGBoost,8.084523769332824e-05,0.0010528264071922617
slecmo,7.377571571305035e-05,Combined,XGBoost,7.377571571305035e-05,0.000960761869571675
