iter	Passed	Remaining
1358	47582	22443
1359	47614	22406
1360	47646	22370
1361	47676	22333
1362	47709	22297
1363	47746	22262
1364	47778	22226
1365	47815	22192
1366	47852	22158
1367	47883	22121
1368	47914	22084
1369	47950	22050
1370	47982	22013
1371	48021	21980
1372	48053	21944
1373	48098	21913
1374	48130	21877
1375	48163	21841
1376	48195	21805
1377	48228	21769
1378	48265	21735
1379	48300	21700
1380	48332	21663
1381	48365	21627
1382	48397	21591
1383	48428	21554
1384	48461	21519
1385	48494	21483
1386	48526	21446
1387	48558	21410
1388	48590	21374
1389	48621	21337
1390	48653	21301
1391	48686	21265
1392	48717	21228
1393	48749	21192
1394	48781	21156
1395	48812	21119
1396	48846	21084
1397	48878	21047
1398	48912	21012
1399	48943	20975
1400	48975	20939
1401	49006	20902
1402	49036	20865
1403	49070	20830
1404	49102	20794
1405	49136	20758
1406	49166	20722
1407	49199	20686
1408	49230	20649
1409	49261	20612
1410	49293	20576
1411	49324	20540
1412	49357	20504
1413	49389	20468
1414	49422	20432
1415	49452	20395
1416	49483	20359
1417	49516	20323
1418	49546	20286
1419	49580	20251
1420	49610	20214
1421	49643	20178
1422	49675	20142
1423	49708	20106
1424	49739	20070
1425	49772	20034
1426	49807	19999
1427	49838	19963
1428	49871	19927
1429	49902	19891
1430	49933	19854
1431	49965	19818
1432	49997	19782
1433	50030	19746
1434	50061	19710
1435	50092	19674
1436	50124	19638
1437	50159	19603
1438	50191	19567
1439	50222	19531
1440	50263	19498
1441	50294	19462
1442	50342	19432
1443	50372	19395
1444	50408	19360
1445	50442	19325
1446	50476	19290
1447	50506	19253
1448	50539	19218
1449	50570	19182
1450	50603	19146
1451	50636	19110
1452	50667	19074
1453	50699	19038
1454	50731	19002
1455	50761	18966
1456	50794	18930
1457	50824	18893
1458	50860	18859
1459	50890	18822
1460	50928	18788
1461	50959	18752
1462	50989	18715
1463	51022	18680
1464	51055	18644
1465	51090	18610
1466	51122	18574
1467	51155	18538
1468	51190	18503
1469	51223	18468
1470	51253	18431
1471	51285	18395
1472	51317	18360
1473	51349	18324
1474	51386	18290
1475	51416	18253
1476	51448	18217
1477	51480	18181
1478	51511	18145
1479	51554	18113
1480	51590	18079
1481	51621	18043
1482	51658	18009
1483	51694	17974
1484	51725	17938
1485	51757	17902
1486	51789	17866
1487	51824	17832
1488	51855	17796
1489	51887	17760
1490	51924	17726
1491	51958	17691
1492	51992	17655
1493	52023	17619
1494	52057	17584
1495	52089	17548
1496	52122	17513
1497	52153	17477
1498	52185	17441
1499	52219	17406
1500	52252	17370
1501	52285	17335
1502	52320	17300
1503	52353	17265
1504	52388	17230
1505	52421	17195
1506	52453	17159
1507	52488	17124
1508	52519	17088
1509	52553	17053
1510	52584	17017
1511	52622	16983
1512	52653	16948
1513	52685	16912
1514	52718	16876
1515	52751	16841
1516	52784	16806
1517	52817	16770
1518	52848	16734
1519	52880	16699
1520	52911	16663
1521	52946	16628
1522	52979	16593
1523	53019	16559
1524	53050	16523
1525	53087	16489
1526	53120	16454
1527	53155	16419
1528	53187	16384
1529	53219	16348
1530	53256	16314
