iter	Cox
1498	-6152.915325
1499	-6153.242798
1500	-6153.56402
1501	-6153.709934
1502	-6153.868572
1503	-6154.190696
1504	-6154.279925
1505	-6154.374952
1506	-6154.576749
1507	-6154.677983
1508	-6154.600218
1509	-6154.760472
1510	-6155.079931
1511	-6155.242223
1512	-6155.406948
1513	-6155.513705
1514	-6155.680635
1515	-6155.793146
1516	-6156.075383
1517	-6156.393303
1518	-6156.538858
1519	-6156.742231
1520	-6157.08027
1521	-6157.198426
1522	-6157.528748
1523	-6157.827494
1524	-6157.95296
1525	-6158.119401
1526	-6158.266972
1527	-6158.48992
1528	-6158.620477
1529	-6158.789232
1530	-6158.960358
1531	-6159.096979
1532	-6159.270256
1533	-6159.445866
1534	-6159.588022
1535	-6159.921115
1536	-6160.196894
1537	-6160.345063
1538	-6160.522097
1539	-6160.669138
1540	-6160.873848
1541	-6161.052905
1542	-6161.387025
1543	-6161.660856
1544	-6161.814484
1545	-6162.156917
1546	-6162.317178
1547	-6162.482598
1548	-6162.661819
1549	-6162.843328
1550	-6163.013986
1551	-6163.189706
1552	-6163.37308
1553	-6163.576411
1554	-6163.723849
1555	-6163.991702
1556	-6164.177058
1557	-6164.364642
1558	-6164.554432
1559	-6164.746403
1560	-6164.927111
1561	-6165.252573
1562	-6165.557549
1563	-6165.718239
1564	-6165.867158
1565	-6166.060578
1566	-6166.256141
1567	-6166.523597
1568	-6166.720805
1569	-6166.909227
1570	-6167.108351
1571	-6167.375177
1572	-6167.661351
1573	-6167.861596
1574	-6168.128644
1575	-6168.415233
1576	-6168.616549
1577	-6168.819886
1578	-6169.012756
1579	-6169.210102
1580	-6169.412249
1581	-6169.560694
1582	-6169.765802
1583	-6170.051429
1584	-6170.355838
1585	-6170.582289
1586	-6170.788652
1587	-6170.996434
1588	-6171.173633
1589	-6171.436964
1590	-6171.655893
1591	-6171.861478
1592	-6172.041402
1593	-6172.304593
1594	-6172.48726
1595	-6172.705808
1596	-6172.912984
1597	-6173.122118
1598	-6173.345315
1599	-6173.536758
1600	-6173.513164
1601	-6173.565627
1602	-6173.795794
1603	-6174.006171
1604	-6174.539377
1605	-6174.836881
1606	-6175.048432
1607	-6175.283276
1608	-6175.496582
1609	-6175.71178
1610	-6175.928847
1611	-6176.168462
1612	-6176.485708
1613	-6176.704016
1614	-6176.961711
1615	-6177.193064
1616	-6177.694921
1617	-6178.227511
1618	-6178.522839
1619	-6178.741501
1620	-6179.391843
1621	-6180.045736
1622	-6180.701566
1623	-6180.976493
1624	-6181.195742
1625	-6181.400213
1626	-6181.621421
1627	-6181.914384
1628	-6182.121345
1629	-6182.371873
1630	-6182.594416
1631	-6182.818728
1632	-6183.110685
1633	-6183.336252
1634	-6183.628414
1635	-6184.164736
1636	-6184.45623
1637	-6184.726585
1638	-6184.952181
1639	-6185.248301
1640	-6185.5031
1641	-6185.729771
1642	-6185.95812
1643	-6186.169899
1644	-6186.27012
1645	-6186.499206
1646	-6186.729928
1647	-6187.00285
1648	-6187.234665
1649	-6187.447919
1650	-6187.739729
1651	-6187.708326
1652	-6187.921802
1653	-6188.154594
1654	-6188.388961
1655	-6188.624882
1656	-6188.862335
1657	-6189.1013
1658	-6189.361605
1659	-6189.333008
1660	-6189.980467
1661	-6190.220394
1662	-6190.456262
1663	-6190.720792
1664	-6191.2567
1665	-6191.479093
1666	-6191.720572
1667	-6191.894611
1668	-6192.137352
1669	-6192.381546
1670	-6192.606694
1671	-6192.776885
1672	-6193.427054
1673	-6193.655091
1674	-6193.900741
1675	-6194.552399
1676	-6194.783464
1677	-6194.873842
1678	-6194.861618
1679	-6195.107614
1680	-6195.355031
1681	-6195.604658
1682	-6195.821889
1683	-6196.089056
1684	-6196.340562
1685	-6196.748142
1686	-6196.999556
1687	-6197.049466
1688	-6197.584834
1689	-6197.825539
1690	-6198.107929
1691	-6198.360758
1692	-6198.298683
1693	-6198.530453
1694	-6198.874427
1695	-6199.128542
1696	-6199.549921
1697	-6199.805473
1698	-6200.092126
1699	-6200.348068
1700	-6200.606158
1701	-6200.865507
1702	-6201.125228
1703	-6201.347938
1704	-6201.65569
1705	-6201.916138
1706	-6202.177792
1707	-6202.440631
1708	-6202.72531
1709	-6202.966015
1710	-6202.95101
1711	-6203.215371
1712	-6203.622869
1713	-6203.848419
1714	-6204.282078
1715	-6204.621209
1716	-6204.929532
1717	-6205.351218
1718	-6205.614466
1719	-6205.922705
1720	-6206.165426
1721	-6206.410557
1722	-6206.389274
1723	-6206.65267
1724	-6206.90126
1725	-6207.228588
1726	-6207.537111
1727	-6207.801054
1728	-6208.095281
1729	-6208.362383
1730	-6208.626868
1731	-6208.573131
1732	-6208.526827
1733	-6208.791979
1734	-6209.074619
1735	-6209.408746
1736	-6209.674616
1737	-6209.67414
1738	-6210.020852
1739	-6210.267702
1740	-6210.228273
1741	-6210.517754
1742	-6210.716404
1743	-6210.732229
1744	-6210.999782
1745	-6211.461461
1746	-6211.731353
1747	-6211.705465
1748	-6211.730251
1749	-6211.816652
1750	-6211.980917
1751	-6212.426544
1752	-6212.660863
1753	-6212.96831
1754	-6213.239264
1755	-6213.219489
1756	-6213.547986
1757	-6213.81926
1758	-6214.09265
1759	-6214.366024
1760	-6214.641482
1761	-6214.806845
1762	-6215.083163
1763	-6215.216478
1764	-6215.493154
1765	-6215.60679
1766	-6215.909502
1767	-6216.18757
1768	-6216.446429
1769	-6216.725529
1770	-6216.839317
1771	-6217.108102
1772	-6217.388605
1773	-6217.697657
1774	-6217.906133
1775	-6218.167737
1776	-6218.476818
1777	-6218.783643
1778	-6219.224388
1779	-6219.663734
1780	-6219.926933
1781	-6220.235081
1782	-6220.261591
1783	-6220.243717
1784	-6220.525699
1785	-6220.781417
1786	-6220.765567
1787	-6220.750485
1788	-6221.054283
1789	-6221.045216
1790	-6221.352345
1791	-6221.41729
1792	-6221.580622
1793	-6221.858171
1794	-6221.803907
1795	-6221.969323
1796	-6222.443354
1797	-6222.709857
1798	-6223.055081
1799	-6223.221036
1800	-6223.669841
1801	-6224.122418
1802	-6224.109223
1803	-6224.358343
1804	-6224.831245
1805	-6225.030843
1806	-6225.340393
1807	-6225.544199
1808	-6225.823006
1809	-6226.277621
1810	-6226.546039
1811	-6227.019525
1812	-6227.495383
1813	-6227.776326
1814	-6228.182042
1815	-6228.5397
1816	-6228.821388
1817	-6229.096311
1818	-6229.085262
1819	-6229.251481
1820	-6229.243102
1821	-6229.526835
1822	-6229.810319
1823	-6229.981447
1824	-6230.252402
1825	-6230.695395
1826	-6230.690002
1827	-6230.687229
1828	-6230.907874
1829	-6231.261981
1830	-6231.323108
1831	-6231.503297
1832	-6231.504192
1833	-6231.507648
1834	-6231.779172
1835	-6231.785005
1836	-6232.116712
1837	-6232.40009
1838	-6232.767083
1839	-6232.985918
1840	-6233.357718
1841	-6233.365371
1842	-6233.649968
1843	-6233.935567
1844	-6234.039421
1845	-6234.250088
1846	-6234.626042
1847	-6234.577259
1848	-6234.536451
1849	-6234.820034
1850	-6235.108055
1851	-6235.282434
1852	-6235.543878
1853	-6235.831818
1854	-6236.093878
1855	-6236.304905
1856	-6236.375367
1857	-6236.386307
1858	-6236.675456
1859	-6236.759251
1860	-6236.844318
1861	-6236.858651
1862	-6237.145373
1863	-6237.529617
1864	-6237.818714
1865	-6238.207805
1866	-6238.57008
1867	-6238.841407
1868	-6238.852636
1869	-6239.165198
1870	-6239.341701
1871	-6239.741216
1872	-6240.005323
1873	-6240.257121
1874	-6240.274743
1875	-6240.680439
1876	-6240.972078
1877	-6241.238493
1878	-6241.530063
1879	-6241.824009
1880	-6241.930429
1881	-6242.0926
1882	-6242.38606
1883	-6242.656842
1884	-6243.153901
1885	-6243.423053
1886	-6243.532084
1887	-6243.828392
1888	-6243.846619
1889	-6244.043451
1890	-6244.257459
1891	-6244.665233
1892	-6244.68934
1893	-6244.800631
1894	-6245.096981
1895	-6245.392702
1896	-6245.506454
1897	-6245.622158
1898	-6246.004809
1899	-6246.275508
1900	-6246.572891
1901	-6247.089315
1902	-6247.062029
1903	-6247.359716
1904	-6247.575243
1905	-6247.875269
1906	-6247.936748
1907	-6248.35943
1908	-6248.674891
1909	-6248.948262
1910	-6249.203381
1911	-6249.50608
1912	-6249.997395
1913	-6250.113723
1914	-6250.297474
1915	-6250.689532
1916	-6251.123127
1917	-6251.413463
1918	-6251.618998
1919	-6251.934187
1920	-6252.202784
1921	-6252.32236
1922	-6252.850655
1923	-6253.196341
1924	-6253.410881
1925	-6253.602278
1926	-6254.041252
1927	-6254.448073
1928	-6254.718225
1929	-6255.014044
1930	-6255.284345
1931	-6255.584041
1932	-6255.617668
1933	-6255.646558
1934	-6255.922805
1935	-6256.318526
1936	-6256.599413
1937	-6256.870445
1938	-6257.087758
1939	-6257.502941
1940	-6257.954968
1941	-6258.256509
1942	-6258.558896
1943	-6258.863761
1944	-6259.146603
1945	-6259.567975
1946	-6259.637216
1947	-6259.942316
1948	-6260.228852
1949	-6260.424866
1950	-6260.55477
1951	-6260.772477
1952	-6260.991119
1953	-6261.259208
1954	-6261.718375
1955	-6262.165606
1956	-6262.364044
1957	-6262.669943
1958	-6262.863164
1959	-6263.108599
1960	-6263.577013
1961	-6263.646118
1962	-6263.78253
1963	-6264.068984
1964	-6264.110911
1965	-6264.560078
1966	-6264.85679
1967	-6265.330825
1968	-6265.736923
1969	-6266.044078
1970	-6266.235937
1971	-6266.502116
1972	-6266.809692
1973	-6266.748638
1974	-6267.046443
1975	-6267.250859
1976	-6267.636879
1977	-6267.947849
1978	-6268.261337
1979	-6268.518047
1980	-6268.722968
1981	-6269.034766
1982	-6269.301959
1983	-6269.622482
1984	-6269.769002
1985	-6270.082118
1986	-6270.404678
1987	-6270.882788
1988	-6271.184354
1989	-6271.405023
1990	-6271.720262
1991	-6271.996007
1992	-6272.318717
1993	-6272.770551
1994	-6273.084943
1995	-6273.354883
1996	-6273.669118
1997	-6273.983709
1998	-6274.256127
1999	-6274.570382
